Index,Query(한글),LLM Output
5MCWBC,장애물 감지 센서 청소하는 방법 알려줘,<function_PC>(type=6)<end>
5MLSMO,고정 청정 온 그 다음에 기기 언어 영어로 바꿔줄래,<function_PG>();<function_HS>(type=2)<end>
5MMRRU,토요일 하노이 날씨 비 와 그 후에 요즘 스트레스를 너무 많이 받아서 어떻게 풀어야 할지 모르겠어,"<function_MO>(timeframe=8, location=하노이);<function_MR>()<end>"
5MOCJV,당진 수요일 날씨 어때요,"<function_MO>(timeframe=5, location=""당진"")<end>"
5MPGYB,기기 언어를 변경해줘,<function_HS>(type=-1)<end>
5MSRMY,프라이버시 모드에 대해 설명해 죠,<function_JS>(type=2)<end>
5MTKME,내일 용산구 날씨 알려죠,"<function_MO>(timeframe=1, location=""용산구"")<end>"
5MTYMU,주말에 뭐 할거야,<function_MR>()<end>
5MUQBD,집에 먹을 게 하나도 없어서 편의점 가려고,<function_MR>()<end>
5NBXUC,어제 본 영화가 정말 감동적이었어 추천해줄게,<function_MR>()<end>
5NCBZZ,주말 보고타 날씨 어때,"<function_MO>(timeframe=2, location=""보고타"")<end>"
5NGBXH,처음 위치로 돌아가주면 좋겠어 주말 몬트리올의 공기질 예보를 보여줘,"<function_KI>();<function_IO>(timeframe=2, location=몬트리올)<end>"
5NHZNP,유브이 살균 엘이디 켜져있어,<function_NN>(get=True)<end>
5NJWQG,오늘 하루는 정말 길었어 이제 쉬고 싶다,<function_MR>()<end>
5NNFCS,풍속 강풍으로 조정해줘 그 다음에 요즘 뭐 공부하고 있어,<function_NK>(speed=3);<function_MR>()<end>
5NNTDB,이번 주말에 뭐 할래 그리고 가든 청정,<function_MR>();<function_FF>(position=가든)<end>
5NPTIX,수요일 성남 날씨 좀 알려주세요,"<function_MO>(timeframe=5, location=""성남"")<end>"
5NQGZN,새로 나온 노트북이 성능이 좋다고 하던데 한번 알아봐야겠어,<function_MR>()<end>
5NTPUH,이번 주에는 좀 더 부지런히 살아야겠다는 생각이 들어,<function_MR>()<end>
5NVLHQ,다음 주말에는 친구들과 캠핑을 가기로 했어 기대 돼,<function_MR>()<end>
5NWOHZ,수요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=5, location=""0"")<end>"
5OFZYE,에이아이 모드 창에서 공간별 누적 공기질 정보 연동 설정을 활성화해 주시길 부탁드립니다,"<function_BP>(enable=0, type=1)<end>"
5OGAUQ,오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()<end>
5OGWMN,집에 있는 시간이 많아지니까 뭘 해야 할지 모르겠어,<function_MR>()<end>
5OHCAD,전기 요금이 많이 나올까,<function_HI>(type=2)<end>
5OLRXP,스테이션 위치로 복귀하세요 다음으로 밝기 몇이야,<function_KI>();<function_WN>(get=True)<end>
5OMBMK,오늘은 친구들이랑 만나서 시간을 보내려고 해,<function_MR>()<end>
5OQREM,고정 공기 청정 가동 시작해줘 다음으로 금요일 날씨 추울까,"<function_PG>();<function_MO>(timeframe=7, location=""0"")<end>"
5OQYAA,일요일 울산 날씨 더울까,"<function_MO>(timeframe=9, location=""울산"")<end>"
5OUUEU,스테이션 위치로 복귀하세요 그리고 수요일 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=5, location=""0"")<end>"
5OWHHH,일요일 런던 날씨 몇 도야,"<function_MO>(timeframe=9, location=""런던"")<end>"
5OYLXS,볼륨을 일로 맞춰줘,<function_ZV>(volume=1)<end>
5PBLHI,친구와 함께 요리하는 걸 좋아해,<function_MR>()<end>
5PCUSZ,이 음악 들어봤어,<function_MR>()<end>
5PJMKS,자격증 준비하고 있니,<function_MR>()<end>
5PKWEL,음성인식 켜줘,<function_QT>(enable=True)<end>
5PPDIO,지금 음량 몇단계인지 알려줘,<function_ZV>(get=True)<end>
5PSLOS,새로운 레스토랑이 생겼던데 다음 주말에 가보자,<function_MR>()<end>
5PSRYB,포장실에서 청정 기능 진행해줘,"<function_FF>(position=""포장실"")<end>"
5PWDHP,고정 청정 온 그리고 온도 단위를 화씨로 바꿔줄래요,<function_PG>();<function_EW>(type=1)<end>
5PYWOO,엘이디 화면밝기를 일단계로 해줘,<function_WN>(brightness=1)<end>
5PZKRS,주말 요하네스버그 날씨 알려줘,"<function_MO>(timeframe=2, location=""요하네스버그"")<end>"
5QDIFH,학교 숙제가 너무 많아,<function_MR>()<end>
5QDRFW,학부모자료실에서 청정해주면 좋겠어,"<function_FF>(position=""학부모자료실"")<end>"
5QFAOQ,캠핑 한번 해보고 싶어,<function_MR>()<end>
5QINEG,목요일 날씨 알려주세요,"<function_MO>(timeframe=6, location=""0"")<end>"
5QOEMM,고정 청정 온 이어서 일요일 옥수동 공기질 걱정해야 할까,"<function_PG>();<function_IO>(timeframe=9, location=옥수동)<end>"
5QOGDN,충전하러 복귀 그리고 화요일 상하이 날씨 어때,"<function_KI>();<function_MO>(timeframe=4, location=상하이)<end>"
5RACAO,다음 주에 중요한 미팅이 있어서 준비를 철저히 해야 해 다음으로 이동 멈춰줘,<function_MR>();<function_YA>(move=0)<end>
5RCFQI,에어 센서 놓기에 가장 쾌적한 곳이 어디라 생각하니,<function_CS>(type=3)<end>
5RCSOI,주말 모스크바의 공기질 예보를 보여줘 그 후에 쇼핑할 때 뭘 제일 많이 사,"<function_IO>(timeframe=2, location=모스크바);<function_MR>()<end>"
5RDGWN,네번째강의실 공기청정 시작해줘요,"<function_FF>(position=""네번째강의실"")<end>"
5RDYXT,클래식 음악 들으면 마음이 편해져,<function_MR>()<end>
5REFVP,내일 공기질 상태 알려줘,"<function_IO>(timeframe=1, location=""0"")<end>"
5RJMSJ,완충까지 걸리는 시간을 알려줘,<function_KP>(type=1)<end>
5RLBXU,이번 주말에는 집에서 영화를 몰아서 보려고 해,<function_MR>()<end>
5RLWFL,목요일 날씨 어때,"<function_MO>(timeframe=6, location=""0"")<end>"
5RQNFI,청정 켜줘,<function_PG>()<end>
5RUPFG,요즘 뭐가 제일 재밌어,<function_MR>()<end>
5SCCBM,다음 주에는 운동을 조금 더 열심히 해볼까 생각 중이야,<function_MR>()<end>
5SCSOY,요즘 할인하는 상품 많더라,<function_MR>()<end>
5SLRES,목요일 광진구 날씨 비 와 그리고 내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,"<function_MO>(timeframe=6, location=광진구);<function_MR>()<end>"
5SMBKH,충전 위치로 되돌아가 기기 언어 설정 한국어로 바꿔줘,<function_KI>();<function_HS>(type=1)<end>
5SRKOU,파리 금요일 날씨 더울까,"<function_MO>(timeframe=7, location=""파리"")<end>"
5SRYCO,커피 대신 차를 마셔볼까,<function_MR>()<end>
5SUWOW,함부르크 주말 날씨 어때요,"<function_MO>(timeframe=2, location=""함부르크"")<end>"
5SWKQA,대기화면 바꿔볼래요,<function_HG>(theme=-1)<end>
5SXHZY,감지 감도 보통으로 변경하고 싶어,<function_QD>(type=1)<end>
5SYBPH,실외 대기질 정보 연동 옵션을 비활성화해주실래요 그러고 나서 내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,"<function_BP>(enable=1, type=0);<function_MR>()<end>"
5SYFFY,새로운 책을 시작했는데 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>
5SYPPI,새로 나온 게임이 화제라는데 해볼까 고민 중이야,<function_MR>()<end>
5TAGDQ,일요일 케이프타운 날씨 몇 도일까,"<function_MO>(timeframe=9, location=""케이프타운"")<end>"
5THDMY,금요일 날씨 알려줄래,"<function_MO>(timeframe=7, location=""0"")<end>"
5TLUCT,프리미엄실 청정 기능 실행해봐,"<function_FF>(position=""프리미엄실"")<end>"
5TMJBY,고정 공청 기능 켜줘 그러고 나서 지금 에이아이 모드 전부 작동시켜줄래,"<function_PG>();<function_BP>(enable=0, type=2)<end>"
5TMPAV,화요일 취리히 날씨 좀 알려줘,"<function_MO>(timeframe=4, location=""취리히"")<end>"
5TNIPX,내아들침실 청정 바로 작동시켜봐,"<function_FF>(position=""내아들침실"")<end>"
5TOBUO,토요일 시드니 대기질을 화면에 보여줘 그리고 어제 본 영화가 정말 감동적이었어 추천해줄게,"<function_IO>(timeframe=8, location=시드니);<function_MR>()<end>"
5TQNFP,오늘 하루종일 비가 와서 기분이 가라앉아 있었어,<function_MR>()<end>
5TRRAX,기타 치는 걸 배우고 있어요,<function_MR>()<end>
5TTZXZ,월요일 목동 날씨 상황 어때,"<function_MO>(timeframe=3, location=""목동"")<end>"
5TUKCN,시작해 주실 수 있을까요 외부 공기질 데이터 연계 기능을 켜주세요,"<function_BP>(enable=0, type=0)<end>"
5UBGRK,방재실에서 청정해줘,"<function_FF>(position=""방재실"")<end>"
5UGLEH,오늘 밤에 뭐 할 계획이야,<function_MR>()<end>
5UOWDC,청정 결과 미세먼지 농도 알려줘 그리고 이번 주말에는 오랜만에 영화를 보러 가려고 해,<function_CE>();<function_MR>()<end>
5UPNGD,이 제품의 웰컴 기능은 어떤 거야,<function_EN>(type=4)<end>
5UVLUC,토요일 밀라노 날씨 많이 더울까,"<function_MO>(timeframe=8, location=""밀라노"")<end>"
5UWOQT,이제 그만 복귀해 다음으로 금요일 인천 대기질을 화면에 보여줘,"<function_KI>();<function_IO>(timeframe=7, location=인천)<end>"
5UYTNQ,밝기를 일로 조정해줘 다음으로 주말엔 뭐 할거야,<function_WN>(brightness=1);<function_MR>()<end>
5VBJTO,지원하는 청정 기능 뭐야,<function_EN>(type=3)<end>
5VCOQU,수요일 목포 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=5, location=""목포"")<end>"
5VEGIO,MX관 청정해주실 거예요,"<function_FF>(position=""MX관"")<end>"
5VISJL,할인 쿠폰 받았어,<function_MR>()<end>
5VJATY,고정 공기 청정 실행해줘 다음으로 스캐닝 공청 기능 중지해줘,<function_PG>();<function_IH>(scan=False)<end>
5VNTMX,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_MR>()<end>
5VSNRX,엘이디 눈 조명을 4로 맞할 수 있니 또 이 책 읽어볼래,<function_WN>(brightness=4);<function_MR>()<end>
5VUQTN,실외 대기질 정보 연동 설정을 좀 꺼 주실 수 있을까요 에이아이 모드 들어가고 나서,"<function_BP>(enable=1, type=0)<end>"
5WDHNM,공기질 모니터링 기능 켜줘,"<function_IO>(timeframe=0, location=""0"")<end>"
5WKCOS,새로 산 옷이 너무 마음에 들어서 자주 입고 있어,<function_MR>()<end>
5WQRIC,여자락커룸 즉시 청정 시스템 작동해주실래요,"<function_FF>(position=""여자락커룸"")<end>"
5WUAOF,이번 주말에는 영화관에 가서 보고 싶은 영화를 보려고 해,<function_MR>()<end>
5WUGDV,화요일 날씨 알려주세요,"<function_MO>(timeframe=4, location=""0"")<end>"
5WXFWG,나무 보이스는 뭐야,<function_JS>(type=4)<end>
5WXHOL,새로 산 책을 읽고 있는데 너무 재미있어 시간 가는 줄 모르겠어 그리고 나이트 모드 비활성화해줘,<function_MR>();<function_BS>(enable=False)<end>
5WYVKR,청정 켜봐 그 다음에 뉴델리의 목요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=6, location=뉴델리)<end>"
5WZPXY,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>
5XATIT,지금 판교 날씨 비 와 그 후에 오늘 하루 정말 바쁘게 보냈는데 왜 이렇게 시간이 안 갔지,"<function_MO>(timeframe=0, location=판교);<function_MR>()<end>"
5XAXFY,금요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=7, location=""0"")<end>"
5XBQFM,포름알데히드가 무엇인지 말해줘,<function_HW>(type=5)<end>
5XHVCU,배터리 얼마나 남았어,<function_JJ>()<end>
5XIFEI,화면을 기본 테마로 전환해주세요,<function_HG>(theme=0)<end>
5XIYDP,키토 월요일 날씨 어때,"<function_MO>(timeframe=3, location=""키토"")<end>"
5XJOIY,프라이버시로 바꿔주실 수 있나요 그리고 오랜만에 영화를 한 편 봤는데 정말 감동적이었어,<function_GN>(enable=True);<function_MR>()<end>
5XOJEH,내일 기기 주변 공기 상태는 어때,"<function_IO>(timeframe=1, location=""0"")<end>"
5XQSBM,스캐닝 공기청정 시작해줘,<function_IH>(scan=True)<end>
5XSHLE,이번에 새로 나온 전자제품 리뷰를 봤는데 괜찮더라,<function_MR>()<end>
5XUWAS,요즘 들어서 잠이 잘 안 와서 수면 패턴을 바꿔야 할 것 같아,<function_MR>()<end>
5XVUPI,새로 나온 책을 읽고 있는데 너무 흥미진진해서 시간 가는 줄 몰라,<function_MR>()<end>
5XVZJS,월요일 군포 날씨 더울까,"<function_MO>(timeframe=3, location=""군포"")<end>"
5XXWII,스테이션 위치로 복귀하세요 다음으로 음량을 20퍼센트로 올려줘,<function_KI>();<function_ZV>(volume=1)<end>
5XYOCV,프라이버시 설정 활성화해줄 수 있어 그리고 하나의 영화만 평생 볼 수 있다면 뭘 선택할 거야,<function_GN>(enable=True);<function_MR>()<end>
5XYZXD,기본 설정된 온도 단위 알려줘,<function_EW>(get=True)<end>
5XZLRS,새로운 취미를 찾아봐야겠어,<function_MR>()<end>
5YBCFD,미용실놀이방에서 청정 시작해줘,"<function_FF>(position=""미용실놀이방"")<end>"
5YCRGJ,대기화면 바꿔주면 좋겠어,<function_HG>(theme=-1)<end>
5YGXEI,웰컴 기능에 대해서 설명해주겠어,<function_EN>(type=4)<end>
5YKLCI,스테이션 위치로 복귀하세요 이어서 음소거 꺼,<function_KI>();<function_MV>(mute=False)<end>
5YKPLC,공기청정기 몇 대가 있는 게 제일 이상적이야?,<function_CS>(type=2)<end>
5YLALT,너는 뭘 할 줄 알아?,<function_EN>(type=2)<end>
5YLFMF,수요일 킬리만자로 날씨 몇 도야,"<function_MO>(timeframe=5, location=""킬리만자로"")<end>"
5YMYFB,공간별 공기질 이력 연동 설정을 켜줄래요 그 다음에 이번 주말에는 무슨 요리를 해볼까 생각 중이야,"<function_BP>(enable=0, type=1);<function_MR>()<end>"
5YNSNM,내일 몬트리올 공기질 괜찮아,"<function_IO>(timeframe=1, location=""몬트리올"")<end>"
5YOGMZ,처음 위치로 돌아가주면 좋겠어 그리고 주말 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=2, location=""0"")<end>"
5YUCAC,금요일 나이로비 날씨 몇 도일까,"<function_MO>(timeframe=7, location=""나이로비"")<end>"
5YVPAO,감지 감도 높게 변경해주시면 좋겠어요,<function_QD>(type=2)<end>
5YZAGX,밝기를 삼단계로 해줘,<function_WN>(brightness=3)<end>
5ZAFJX,감지 감도 높음으로 변경할게,<function_QD>(type=2)<end>
5ZAKIZ,청정 기능 목록 좀 보여줄래,<function_EN>(type=3)<end>
5ZCDJW,수요일 브뤼셀 날씨 좀 알려줘,"<function_MO>(timeframe=5, location=""브뤼셀"")<end>"
5ZEIIB,유브이 엘이디는 무슨 기능이야,<function_JS>(type=6)<end>
5ZPGEN,청정 켜봐 그 후에 밝기 몇이야,<function_PG>();<function_WN>(get=True)<end>
5ZRYJI,노량진에 오늘 대기오염 심해,"<function_IO>(timeframe=0, location=""노량진"")<end>"
5ZTBEA,이번 주말에는 뭘 해야 할지 고민 중이야 계획을 세워야겠어,<function_MR>()<end>
5ZUBWK,원장실에서 지금 공기청정해보실래요,"<function_FF>(position=""원장실"")<end>"
5ZUDKB,일요일 날씨 알려죠,"<function_MO>(timeframe=9, location=""0"")<end>"
5ZUJMS,월요일 날씨 알려주세요,"<function_MO>(timeframe=3, location=""0"")<end>"
5ZVPPK,금요일 발렌시아 날씨 알려주세요,"<function_MO>(timeframe=7, location=""발렌시아"")<end>"
5ZXHNU,청정 켜봐 그 다음에 현재 필터 사용량을 보여줄 수 있어,<function_PG>();<function_UJ>()<end>
6AAVGN,스캐닝 청정 상태 알려줘,<function_IH>(get=True)<end>
6AFJGZ,이번에 새로 나온 전자제품 리뷰를 봤는데 괜찮더라 그 후에 뉴욕 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=0, location=뉴욕)<end>"
6AHIAL,만약 한 명의 유명인과 저녁을 먹을 수 있다면 누구를 선택할 거야 그 후에 센서 민감도 상태 알려주세요,<function_MR>();<function_QD>(get=True)<end>
6AHOUE,공기청정기의 구성 요소들을 설명해줄 수 있어?,<function_SB>(type=4)<end>
6AJJPS,공기질 엘이디 기능 꺼줘,<function_SC>(enable=False)<end>
6AMSYQ,고정 공청 기능 켜줘 그 후에 테마를 상세 공기질로 변경해주실래요,<function_PG>();<function_HG>(theme=2)<end>
6AMWPX,충전이 하나도 안 됐어,<function_KP>(type=2)<end>
6AQIWO,월요일 헬싱키 날씨 비 와,"<function_MO>(timeframe=3, location=""헬싱키"")<end>"
6ASLUZ,커피 없으면 하루 시작하기 힘들지 않아,<function_MR>()<end>
6AZWMA,목요일 날씨 추울까 그러고 나서 저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,"<function_MO>(timeframe=6, location=""0"");<function_MR>()<end>"
6BAHRX,화면을 실내 공기질 테마로 설정해줘,<function_HG>(theme=2)<end>
6BATEK,목요일 날씨 보여줘,"<function_MO>(timeframe=6, location=""0"")<end>"
